Reference area,TIME_PERIOD,OBS_VALUE
Korea,2006,38631.71
Korea,2005,38119.52
Korea,2023,45407.09
Korea,2022,45260.13
Korea,2021,45079.98
Greece,2019,9103.525
France,2009,49718.98
Poland,2021,30121.32
Luxembourg,2009,393.525
Austria,2020,7471.15
Iceland,2005,201.625
G7,2013,608161.5
Denmark,2020,4874.025
Sweden,2022,8464
Türkiye,2014,56985.15
United Kingdom,2014,51686.75
Canada,1996,22959.48
New Zealand,2007,3289.3
Italy,2019,51993.43
Slovenia,2020,1781.8
Finland,2019,4627.15
Luxembourg,2009,393.525
Brazil,2011,38262.16
Costa Rica,2019,3943.649
France,2009,49718.98
Japan,2005,109962.5
Costa Rica,2019,3943.649
Ireland,2021,4023.375
G7,2013,608161.5
Austria,2020,7471.15
Germany,2013,69115.5
Denmark,2020,4874.025
Netherlands,2021,14469.1
Norway,2021,4445.9
Colombia,2015,33765.7
Portugal,2019,8863.575
Israel,2016,6119.908
Slovak Republic,2020,4594.2
Italy,2019,51993.43
European Union (27 countries from 01/02/2020),2013,367938.1
Lithuania,2013,2526.275
Brazil,2011,38262.16
Sweden,2022,8464
OECD,2015,1068276
Australia,1999,14837.49
Poland,2021,30121.32
Greece,1999,8764.575
Mexico,2013,85889.61
Euro area (20 countries),2013,280299.8
Türkiye,2014,56985.15
Mexico,2013,85889.61
Germany,2013,69115.5
Chile,2007,12639.82
Czechia,2019,8963.5
Estonia,2021,1094.9
Hungary,2020,8187.075
Belgium,2020,9446.875
Australia,1999,14837.49
Belgium,2020,9446.875
Switzerland,2013,6828.7
Portugal,2019,8863.575
Norway,2021,4445.9
United States,2004,223356.8
Spain,2020,40087.05
Czechia,2019,8963.5
Switzerland,2013,6828.7
OECD,2015,1068276
Korea,2021,45079.98
Japan,2005,109962.5
Israel,2016,6119.908
Lithuania,2013,2526.275
Euro area (20 countries),2013,280299.8
Latvia,2023,1555.175
Spain,2020,40087.05
Estonia,2021,1094.9
Chile,2007,12639.82
Slovenia,2020,1781.8
European Union (27 countries from 01/02/2020),2013,367938.1
United States,2004,223356.8
Iceland,2009,223.075
New Zealand,2007,3289.3
Slovak Republic,2019,4592.4
Finland,2000,4216.15
United Kingdom,2013,51304
Latvia,2022,1564.1
Netherlands,2020,14466.33
Ireland,2020,3976.975
Hungary,2019,8182.05
Canada,1994,22367.75
Colombia,2015,33765.7
Korea,2020,44785.04

